001,00018,1.566727,1.40596,49.27
002,00017,1.083050,1.40162,43.91
003,00017,0.907253,1.06722,35.64
004,00017,0.784285,0.80977,28.07
005,00017,0.711635,0.88971,30.23
006,00017,0.659692,0.84724,28.79
007,00017,0.625783,0.76066,26.03
008,00017,0.595517,0.70904,23.35
009,00017,0.574634,0.71208,23.91
010,00017,0.559004,0.75518,24.61
011,00017,0.547093,0.61064,21.13
012,00017,0.527363,0.68751,22.64
013,00017,0.519974,0.82496,25.81
014,00017,0.503406,0.81202,26.52
015,00017,0.494594,0.71846,23.36
016,00017,0.492421,0.59898,19.68
017,00017,0.477282,0.57989,19.28
018,00017,0.469985,0.66002,23.00
019,00017,0.456583,0.57344,18.79
020,00017,0.452159,0.55485,18.29
021,00017,0.454042,0.46781,15.60
022,00017,0.442243,0.50238,16.67
023,00017,0.438048,0.80135,25.77
024,00017,0.432568,0.55915,19.10
025,00017,0.422040,0.67925,21.72
026,00017,0.425522,0.61453,19.40
027,00017,0.412259,0.78325,25.18
028,00017,0.408936,0.58967,19.18
029,00017,0.402922,0.70985,23.83
030,00017,0.399642,0.45302,15.66
031,00017,0.395331,0.49244,16.81
032,00017,0.389545,0.51508,17.51
033,00017,0.381951,0.42084,14.19
034,00017,0.380158,0.47388,15.55
035,00017,0.373439,0.47571,16.15
036,00017,0.369763,0.54601,17.69
037,00017,0.364006,0.55972,17.90
038,00017,0.361510,0.45902,15.38
039,00017,0.354090,0.44346,14.57
040,00017,0.351955,0.43395,14.39
041,00017,0.344319,0.40637,13.67
042,00017,0.338025,0.41921,14.04
043,00017,0.337402,0.43475,14.70
044,00017,0.331355,0.38335,13.07
045,00017,0.326793,0.40124,14.00
046,00017,0.320502,0.48366,16.02
047,00017,0.312668,0.39109,12.73
048,00017,0.307043,0.45374,15.90
049,00017,0.303412,0.44380,15.23
050,00017,0.299035,0.36276,12.03
051,00017,0.294306,0.44417,14.63
052,00017,0.289268,0.33960,11.25
053,00017,0.282335,0.35272,11.62
054,00017,0.279152,0.34118,11.51
055,00017,0.271577,0.36485,11.89
056,00017,0.267973,0.33438,11.22
057,00017,0.259745,0.46577,14.75
058,00017,0.255813,0.39119,12.96
059,00017,0.250242,0.31546,10.73
060,00017,0.246272,0.36745,11.52
061,00017,0.234790,0.34481,11.53
062,00017,0.231518,0.36748,11.89
063,00017,0.220010,0.32728,10.97
064,00017,0.218160,0.32866,10.53
065,00017,0.208299,0.32965,10.94
066,00017,0.206670,0.36800,11.88
067,00017,0.200152,0.25821,8.64
068,00017,0.191519,0.33065,10.57
069,00017,0.180811,0.29206,8.97
070,00017,0.179573,0.25245,8.41
071,00017,0.169030,0.26666,8.51
072,00017,0.162761,0.26437,8.71
073,00017,0.155284,0.23450,7.80
074,00017,0.149311,0.26693,8.34
075,00017,0.137369,0.24776,7.61
076,00017,0.133704,0.24715,7.89
077,00017,0.125600,0.24309,7.35
078,00017,0.116920,0.23157,7.07
079,00017,0.112004,0.23231,7.27
080,00017,0.100912,0.23146,7.04
081,00017,0.095359,0.21009,6.55
082,00017,0.087339,0.20866,6.75
083,00017,0.077650,0.19980,6.25
084,00017,0.071607,0.19680,6.05
085,00017,0.064905,0.20276,5.92
086,00017,0.061761,0.20462,6.09
087,00017,0.055926,0.20672,5.65
088,00017,0.048970,0.19726,5.53
089,00017,0.042787,0.19797,5.62
090,00017,0.038485,0.19251,5.25
091,00017,0.035013,0.20070,5.37
092,00017,0.032329,0.19135,5.37
093,00017,0.030301,0.19292,5.32
094,00017,0.027780,0.19101,5.25
095,00017,0.026976,0.19135,5.14
096,00017,0.024719,0.19271,5.17
097,00017,0.023354,0.19593,5.18
098,00017,0.023730,0.19275,5.19
099,00017,0.021461,0.19235,5.09
100,00017,0.022984,0.19230,5.18
